dimension	value	count
result_projection	row-0808:stdout:local-settings-max-header-list-size-batch-range:id	1
result_projection	row-0809:stdout:local-header-table-size-settings-sent:outbound-settings	1
result_projection	row-0810:stdout:output_chunk_list:http2-local-header-table-size-settings	1
result_projection	row-0811:stdout:output_chunk:http2-local-header-table-size-settings	1
result_projection	row-0812:stdout:local-header-table-size-settings-sent:local_settings	1
result_projection	row-0813:stdout:local-header-table-size-settings-ack:result	1
result_projection	row-0814:stdout:local-header-table-size-settings-ack:local_settings	1
result_projection	row-0815:stdout:local-header-table-size-settings-range:outbound-settings	1
result_projection	row-0816:stdout:output_chunk_list:http2-local-header-table-size-settings-range	1
result_projection	row-0817:stdout:local-header-table-size-settings-range:id	1
result_projection	row-0818:stdout:peer-settings-connection:result	1
result_projection	row-0819:stdout:peer-settings-connection:peer_settings_ack	1
result_projection	row-0820:stdout:peer-settings-connection:peer_max_frame_size	1
result_projection	row-0821:stdout:peer-settings-ack-send:outbound-settings-ack	1
result_projection	row-0822:stdout:output_chunk_list:http2-peer-settings-ack	1
result_projection	row-0823:stdout:output_chunk:http2-peer-settings-ack	1
result_projection	row-0824:stdout:peer-settings-ack-send:peer_max_frame_size	1
result_projection	row-0825:stdout:peer-settings-ack-cleared:outbound-settings-ack	1
result_projection	row-0826:stdout:output_chunk_list:http2-peer-settings-ack-cleared	1
result_projection	row-0827:stdout:peer-settings-ack-coalesce:result	1
result_projection	row-0828:stdout:peer-settings-ack-coalesce:peer_settings_ack	1
result_projection	row-0829:stdout:peer-settings-ack-coalesced-send:outbound-settings-ack	1
result_projection	row-0830:stdout:output_chunk_list:http2-peer-settings-ack-coalesced	1
result_projection	row-0831:stdout:output_chunk:http2-peer-settings-ack-coalesced	1
result_projection	row-0832:stdout:local-settings-max-frame-size-range:outbound-settings	1
result_projection	row-0833:stdout:output_chunk_list:http2-local-settings-max-frame-size-range	1
result_projection	row-0834:stdout:local-settings-max-frame-size-range:id	1
result_projection	row-0835:stdout:local-settings-batch-max-frame-size-range:outbound-settings	1
result_projection	row-0836:stdout:output_chunk_list:http2-local-settings-batch-max-frame-size-range	1
result_projection	row-0837:stdout:local-settings-batch-max-frame-size-range:id	1
result_projection	row-0838:stdout:local-initial-window-size-settings-sent:outbound-settings	1
result_projection	row-0839:stdout:output_chunk_list:http2-local-initial-window-size-settings	1
result_projection	row-0840:stdout:output_chunk:http2-local-initial-window-size-settings	1
result_projection	row-0841:stdout:local-initial-window-size-settings-sent:local_settings	1
result_projection	row-0842:stdout:local-initial-window-size-settings-ack:result	1
result_projection	row-0843:stdout:local-initial-window-size-settings-ack:local_settings	1
result_projection	row-0844:stdout:local-initial-window-size-settings-range:outbound-settings	1
result_projection	row-0845:stdout:output_chunk_list:http2-local-initial-window-size-settings-range	1
result_projection	row-0846:stdout:local-initial-window-size-settings-range:id	1
result_projection	row-0847:stdout:local-max-concurrent-streams-settings-sent:outbound-settings	1
result_projection	row-0848:stdout:output_chunk_list:http2-local-max-concurrent-streams-settings	1
result_projection	row-0849:stdout:output_chunk:http2-local-max-concurrent-streams-settings	1
result_projection	row-0850:stdout:local-max-concurrent-streams-settings-sent:local_settings	1
result_projection	row-0851:stdout:local-max-concurrent-streams-settings-ack:result	1
result_projection	row-0852:stdout:local-max-concurrent-streams-settings-ack:local_settings	1
result_projection	row-0853:stdout:local-max-concurrent-streams-settings-range:outbound-settings	1
result_projection	row-0854:stdout:output_chunk_list:http2-local-max-concurrent-streams-settings-range	1
result_projection	row-0855:stdout:local-max-concurrent-streams-settings-range:id	1
result_projection	row-0856:stdout:local-enable-push-settings-sent:outbound-settings	1
result_projection	row-0857:stdout:output_chunk_list:http2-local-enable-push-settings	1
result_projection	row-0858:stdout:output_chunk:http2-local-enable-push-settings	1
result_projection	row-0859:stdout:local-enable-push-settings-sent:local_settings	1
result_projection	row-0860:stdout:local-enable-push-settings-ack:result	1
result_projection	row-0861:stdout:local-enable-push-settings-ack:local_settings	1
result_projection	row-0862:stdout:local-enable-push-settings-range:outbound-settings	1
result_projection	row-0863:stdout:output_chunk_list:http2-local-enable-push-settings-range	1
result_projection	row-0864:stdout:local-enable-push-settings-range:id	1
result_projection	row-0865:stdout:local-header-list-size-settings-sent:outbound-settings	1
result_projection	row-0866:stdout:output_chunk_list:http2-local-header-list-size-settings	1
result_projection	row-0867:stdout:output_chunk:http2-local-header-list-size-settings	1
result_projection	row-0868:stdout:local-header-list-size-settings-sent:local_settings	1
result_projection	row-0869:stdout:local-header-list-size-settings-ack:result	1
result_projection	row-0870:stdout:local-header-list-size-settings-ack:local_settings	1
result_projection	row-0871:stdout:local-header-list-size-settings-range:outbound-settings	1
result_projection	row-0872:stdout:output_chunk_list:http2-local-header-list-size-settings-range	1
result_projection	row-0873:stdout:local-header-list-size-settings-range:id	1
result_projection	row-0874:stdout:settings-unknown-only:result	1
result_projection	row-0875:stdout:settings-unknown-only:peer_max_frame_size	1
result_projection	row-0876:stdout:settings-unknown-then-known:result	1
result_projection	row-0877:stdout:settings-unknown-then-known:peer_max_frame_size	1
result_projection	row-0878:stdout:settings-duplicate-max-frame-size:result	1
result_projection	row-0879:stdout:settings-duplicate-max-frame-size:peer_max_frame_size	1
result_projection	row-0880:stdout:settings-unknown-then-range:id	1
result_projection	row-0881:stdout:settings-unknown-then-range:peer_max_frame_size	1
result_projection	row-0882:stdout:peer-enable-push:result	1
result_projection	row-0883:stdout:peer-enable-push:peer_max_frame_size	1
result_projection	row-0884:stdout:server-settings-enable-push-accepted:result	1
result_projection	row-0885:stdout:server-settings-enable-push-accepted:peer_max_frame_size	1
result_projection	row-0886:stdout:client-settings-enable-push-rejected:id	1
result_projection	row-0887:stdout:client-settings-enable-push-rejected:peer_max_frame_size	1
result_projection	row-0888:stdout:enable-push-settings-ack:result	1
result_projection	row-0889:stdout:enable-push-settings-ack:peer_max_frame_size	1
result_projection	row-0890:stdout:peer-max-concurrent-streams:result	1
result_projection	row-0891:stdout:peer-max-concurrent-streams:peer_max_frame_size	1
result_projection	row-0892:stdout:max-concurrent-streams-settings-ack:result	1
result_projection	row-0893:stdout:max-concurrent-streams-settings-ack:peer_max_frame_size	1
result_projection	row-0894:stdout:peer-header-table-size:result	1
result_projection	row-0895:stdout:peer-header-table-size:peer_max_frame_size	1
result_projection	row-0896:stdout:header-table-size-settings-ack:result	1
result_projection	row-0897:stdout:header-table-size-settings-ack:peer_max_frame_size	1
result_projection	row-0898:stdout:peer-header-table-size-lower:result	1
result_projection	row-0899:stdout:peer-header-table-size-lower:peer_max_frame_size	1
result_projection	row-0900:stdout:peer-header-table-size-lower-seed:outbound-hpack-encode	1
result_projection	row-0901:stdout:peer-header-table-size-lower-update:outbound-hpack-encode	1
result_projection	row-0902:stdout:peer-header-table-size-lower-update-headers:outbound-headers	1
result_projection	row-0903:stdout:output_chunk_list:http2-peer-header-table-size-lower-update-headers	1
result_projection	row-0904:stdout:output_chunk:http2-peer-header-table-size-lower-update-headers	1
result_projection	row-0905:stdout:peer-header-table-size-lower-update-state:outbound-hpack-encode-state	1
result_projection	row-0906:stdout:peer-header-table-size-lower-after-update:outbound-hpack-encode	1
result_projection	row-0907:stdout:peer-header-table-size-lower-after-update-headers:outbound-headers	1
result_projection	row-0908:stdout:output_chunk_list:http2-peer-header-table-size-lower-after-update-headers	1
result_projection	row-0909:stdout:output_chunk:http2-peer-header-table-size-lower-after-update-headers	1
result_projection	row-0910:stdout:peer-header-table-size-lower-after-update-state:outbound-hpack-encode-state	1
result_projection	row-0911:stdout:peer-header-table-size-lower-inbound-receive-limit:result	1
result_projection	row-0912:stdout:output_chunk_list:http2-peer-header-table-size-lower-inbound-receive-limit	1
result_projection	row-0913:stdout:output_chunk:http2-peer-header-table-size-lower-inbound-receive-limit	1
result_projection	row-0914:stdout:peer-header-table-size-lower-inbound-receive-limit:hpack	1
result_projection	row-0915:stdout:peer-header-table-size-lower-inbound-receive-limit:hpack_state	1
result_projection	row-0916:stdout:peer-header-table-size-higher:result	1
result_projection	row-0917:stdout:peer-header-table-size-higher:peer_max_frame_size	1
result_projection	row-0918:stdout:peer-header-table-size-higher-update:outbound-hpack-encode	1
result_projection	row-0919:stdout:peer-header-table-size-higher-update-headers:outbound-headers	1
result_projection	row-0920:stdout:output_chunk_list:http2-peer-header-table-size-higher-update-headers	1
result_projection	row-0921:stdout:output_chunk:http2-peer-header-table-size-higher-update-headers	1
result_projection	row-0922:stdout:peer-header-table-size-higher-update-state:outbound-hpack-encode-state	1
result_projection	row-0923:stdout:peer-header-table-size-higher-literal:outbound-hpack-encode	1
result_projection	row-0924:stdout:peer-header-table-size-higher-literal-headers:outbound-headers	1
result_projection	row-0925:stdout:output_chunk_list:http2-peer-header-table-size-higher-literal-headers	1
result_projection	row-0926:stdout:output_chunk:http2-peer-header-table-size-higher-literal-headers	1
result_projection	row-0927:stdout:peer-header-table-size-higher-literal-state:outbound-hpack-encode-state	1
result_projection	row-0928:stdout:peer-header-table-size-higher-dynamic:outbound-hpack-encode	1
result_projection	row-0929:stdout:peer-header-table-size-higher-dynamic-headers:outbound-headers	1
result_projection	row-0930:stdout:output_chunk_list:http2-peer-header-table-size-higher-dynamic-headers	1
